nct_id,number
NCT02027545,5
NCT02027558,11
NCT02027623,21
NCT02027701,16
NCT02027844,13
NCT02027935,7
NCT02028065,48
NCT02028169,28
NCT02028182,2
NCT02028338,5
NCT02028455,167
NCT02028507,601
NCT02028715,9
NCT02028767,2
NCT02028871,7
NCT02028884,30
NCT02028988,2
NCT02029235,5
NCT02029274,5
NCT02029417,2
NCT02029443,181
NCT02029521,3
NCT02029638,3
NCT02029846,2
NCT02029976,38
NCT02029989,27
NCT02030002,7
NCT02030015,16
NCT02030028,5
NCT02030041,5
NCT02030067,123
NCT02030119,14
NCT02030405,2
NCT02030535,1
NCT02030600,141
NCT02030821,11
NCT02030834,14
NCT02030847,37
NCT02030938,5
NCT02031146,135
NCT02031237,22
NCT02031276,28
NCT02031302,164
NCT02031432,38
NCT02031458,1318
NCT02031471,13
NCT02031536,1
NCT02031640,630
NCT02031679,2
NCT02032173,31
NCT02032238,2
NCT02032407,5
NCT02032524,7
NCT02032706,6
NCT02032823,1836
NCT02032875,19
NCT02032888,9
NCT02032901,2
NCT02033369,10
NCT02033759,5
NCT02033850,3
NCT02033889,79
NCT02034006,14
NCT02034058,3
NCT02034110,95
NCT02034123,7
NCT02034162,17
NCT02034409,31
NCT02034435,5
NCT02034474,8
NCT02034513,106
NCT02034552,51
NCT02034565,1
NCT02034591,1
NCT02034708,19
NCT02034799,6
NCT02034877,6
NCT02034916,84
NCT02035137,9
NCT02035202,26
NCT02035267,4
NCT02035332,1
NCT02035475,6
NCT02035553,41
NCT02035696,12
NCT02035748,20
NCT02035787,10
NCT02036294,20
NCT02036476,8
NCT02036502,77
NCT02036515,31
NCT02036580,2
NCT02036645,2
NCT02036775,1
NCT02036853,6
NCT02036970,51
NCT02037165,1
NCT02037256,3
NCT02037295,2
NCT02037477,1
NCT02037529,5
NCT02037568,75
NCT02037919,75
NCT02037984,87
NCT02038010,15
NCT02038036,49
NCT02038049,1
NCT02038075,3
NCT02038153,1
NCT02038452,75
NCT02038543,2
NCT02038634,1
NCT02038647,178
NCT02038764,5
NCT02038777,32
NCT02038790,2
NCT02038803,5
NCT02038829,8
NCT02038881,4
NCT02038907,2
NCT02038920,120
NCT02038933,121
NCT02038946,12
NCT02038959,14
NCT02039063,14
NCT02039219,7
NCT02039375,2
NCT02039401,1
NCT02039414,8
NCT02039427,12
NCT02039505,143
NCT02039674,267
NCT02039687,4
NCT02039778,4
NCT02039843,74
NCT02039856,2880
NCT02039908,39
NCT02040090,5
NCT02040142,36
NCT02040259,363
NCT02040428,9
NCT02040532,12
NCT02040584,67
NCT02040766,66
NCT02040779,23
NCT02040805,92
NCT02040844,136
NCT02040857,60
NCT02040870,103
NCT02041091,212
NCT02041104,8
NCT02041195,16
NCT02041286,1
NCT02041299,66
NCT02041429,20
NCT02041494,39
NCT02041520,13
NCT02041533,513
NCT02041702,20
NCT02041923,56
NCT02041962,165
NCT02042014,8
NCT02042183,101
NCT02042404,5
NCT02042443,53
NCT02042924,1
NCT02042950,4
NCT02043015,28
NCT02043132,14
NCT02043301,1
NCT02043366,12
NCT02043509,258
NCT02043548,2
NCT02043678,806
NCT02043782,1
NCT02043899,27
NCT02043938,10
NCT02044094,22
NCT02044159,8
NCT02044302,2
NCT02044458,11
NCT02044510,3
NCT02044822,93
NCT02044848,5
NCT02044874,145
NCT02045095,29
NCT02045147,41
NCT02045212,3
NCT02045303,5
NCT02045433,1
NCT02045732,2
NCT02045797,15
NCT02045836,23
NCT02045862,205
NCT02045875,10
NCT02045979,4
NCT02046070,130
NCT02046096,145
NCT02046122,9
NCT02046148,4
NCT02046174,1
NCT02046226,7
NCT02046369,32
NCT02046564,35
NCT02046603,90
NCT02046616,20
NCT02046733,6
NCT02046993,14
NCT02047045,33
NCT02047110,30
NCT02047227,274
NCT02047253,8
NCT02047318,13
NCT02047604,2
NCT02047734,182
NCT02047903,59
NCT02048072,4
NCT02048241,1
NCT02048722,45
NCT02048813,424
NCT02048826,1
NCT02048904,77
NCT02049138,270
NCT02049359,45
NCT02049437,3
NCT02049450,4
NCT02049515,96
NCT02049710,643
NCT02049814,56
NCT02049866,1
NCT02049944,2
NCT02049957,118
NCT02050048,7
NCT02050321,2
NCT02050373,17
NCT02051296,17
NCT02051608,248
NCT02051764,7
NCT02051933,1
NCT02052011,6
NCT02052310,427
NCT02052414,17
NCT02052440,1
NCT02052466,2
NCT02052596,98
NCT02052739,6
NCT02052778,407
NCT02052882,13
NCT02052960,100
NCT02053168,3
NCT02053246,4
NCT02053350,5
NCT02053493,2
NCT02053610,109
NCT02053753,15
NCT02053792,10
NCT02054104,17
NCT02054130,56
NCT02054325,13
NCT02054481,9
NCT02054520,34
NCT02054702,36
NCT02054715,53
NCT02054741,281
NCT02054806,477
NCT02054897,29
NCT02054910,5
NCT02055118,2
NCT02055157,5
NCT02055352,23
NCT02055365,1
NCT02055547,14
NCT02055820,58
NCT02055898,3
NCT02055976,5
NCT02056119,30
NCT02056288,39
NCT02056301,8
NCT02056340,18
NCT02056392,7
NCT02056626,4
NCT02056652,4
NCT02056834,7
NCT02056873,3
NCT02057068,16
NCT02057198,2
NCT02057250,52
NCT02057393,2
NCT02057406,8
NCT02057458,4
NCT02057523,2
NCT02057549,3
NCT02057575,6
NCT02057666,146
NCT02057692,2
NCT02057718,21
NCT02057757,22
NCT02057835,2
NCT02057874,1
NCT02058069,11
NCT02058095,1
NCT02058108,51
NCT02058147,85
NCT02058160,45
NCT02058290,20
NCT02058368,95
NCT02058498,4
NCT02058537,1
NCT02058563,52
NCT02058589,4
NCT02058628,15
NCT02058693,11
NCT02058836,2
NCT02058849,8
NCT02058940,1
NCT02058966,2
NCT02058992,116
NCT02059005,44
NCT02059135,18
NCT02059148,1
NCT02059161,90
NCT02059174,6
NCT02059187,47
NCT02059239,5
NCT02059265,4
NCT02059278,7
NCT02059291,21
NCT02059395,6
NCT02059408,688
NCT02059434,5
NCT02059980,3
NCT02060370,1
NCT02060383,42
NCT02060487,385
NCT02060721,38
NCT02060903,11
NCT02061202,2
NCT02061280,30
NCT02061293,2
NCT02061540,4
NCT02061592,3
NCT02061761,98
NCT02061813,3
NCT02062151,1
NCT02062385,164
NCT02062398,1
NCT02062437,52
NCT02062450,124
NCT02062463,113
NCT02062632,1
NCT02062645,15
NCT02062658,2
NCT02062827,27
NCT02062879,5
NCT02062944,6
NCT02063217,1
NCT02063659,28
NCT02063672,57
NCT02063698,3
NCT02063724,1
NCT02063737,15
NCT02063828,14
NCT02063854,121
NCT02063880,55
NCT02063984,11
NCT02064166,1
NCT02064205,1
NCT02064231,14
NCT02064296,4
NCT02064387,13
NCT02064439,463
NCT02064816,16
NCT02064868,47
NCT02064894,260
NCT02064920,10
NCT02065245,6
NCT02065336,10
NCT02065518,28
NCT02065557,33
NCT02065570,76
NCT02065622,380
NCT02065700,497
NCT02065713,2
NCT02065791,40
NCT02065869,35
NCT02065895,3
NCT02066051,1
NCT02066129,62
NCT02066181,2
NCT02066233,12
NCT02066298,54
NCT02066311,5
NCT02066389,27
NCT02066402,49
NCT02066415,36
NCT02066467,215
NCT02066532,1
NCT02066636,1428
NCT02066922,1
NCT02067104,9
NCT02067156,4
NCT02067533,6
NCT02067663,27
NCT02067676,1
NCT02067728,354
NCT02068092,10
NCT02068118,310
NCT02068222,1
NCT02068352,27
NCT02068443,16
NCT02068495,109
NCT02068508,32
NCT02068547,7
NCT02068599,34
NCT02068768,7
NCT02068885,16
NCT02069015,73
NCT02069093,30
NCT02069366,8
NCT02069379,10
NCT02069392,6
NCT02069899,17
NCT02070380,18
NCT02070484,1
NCT02070588,40
NCT02070744,4
NCT02070757,231
NCT02070965,5
NCT02070978,153
NCT02070991,3
NCT02071082,9
NCT02071225,30
NCT02071290,11
NCT02071706,3
NCT02071771,2
NCT02071849,6
NCT02072096,163
NCT02072148,49
NCT02072174,71
NCT02072226,25
NCT02072434,144
NCT02072668,1
NCT02072824,6
NCT02072941,67
NCT02072980,1
NCT02073097,6
NCT02073279,33
NCT02073565,8
NCT02073643,24
NCT02073656,8
NCT02073682,692
NCT02073929,7
NCT02074059,2
NCT02074514,7
NCT02074553,8
NCT02074982,105
NCT02075008,176
NCT02075047,72
NCT02075073,1
NCT02075203,4
NCT02075255,11
NCT02075320,2
NCT02075463,8
NCT02075476,8
NCT02075515,17
NCT02075541,12
NCT02075554,15
NCT02075593,1
NCT02075606,10
NCT02075632,6
NCT02075658,4
NCT02075840,303
NCT02076009,569
NCT02076022,2
NCT02076113,14
NCT02076165,14
NCT02076178,20
NCT02076334,4
NCT02077140,17
NCT02077166,134
NCT02077374,2
NCT02077465,2
NCT02078102,3
NCT02078219,19
NCT02078648,74
NCT02078713,113
NCT02078752,32
NCT02078817,1
NCT02078960,11
NCT02079038,15
NCT02079077,15
NCT02079246,247
NCT02079519,10
NCT02079532,29
NCT02079610,2
NCT02079636,42
NCT02079649,4
NCT02079740,9
NCT02079766,2
NCT02079805,2
NCT02079844,3
NCT02079909,105
NCT02080091,25
NCT02080221,2
NCT02080260,19
NCT02080364,562
NCT02080403,27
NCT02080481,1
NCT02080520,31
NCT02080832,37
NCT02080871,2
NCT02081001,1
NCT02081079,6
NCT02081183,8
NCT02081196,1
NCT02081391,71
NCT02081417,107
NCT02081534,47
NCT02081586,3
NCT02081599,20
NCT02081677,4
NCT02081690,7
NCT02081846,2
NCT02081859,65
NCT02082158,45
NCT02082184,23
NCT02082210,14
NCT02082262,51
NCT02082340,2
NCT02082483,12
NCT02082522,28
NCT02082912,1
NCT02082977,19
NCT02083081,40
NCT02083185,56
NCT02083354,64
NCT02083380,270
NCT02083653,251
NCT02083783,1
NCT02083926,1
NCT02083965,1
NCT02084056,2
NCT02084082,3
NCT02084134,7
NCT02084238,2
NCT02085135,20
NCT02085161,37
NCT02085252,5
NCT02085408,417
NCT02085460,32
NCT02085785,4
NCT02085941,11
NCT02086110,2
NCT02086162,17
NCT02086448,3
NCT02086552,1
NCT02086565,28
NCT02086591,5
NCT02086968,21
NCT02087046,11
NCT02087059,7
NCT02087085,236
NCT02087150,55
NCT02087176,32
NCT02087189,2
NCT02087241,14
NCT02087423,444
NCT02087501,10
NCT02087670,5
NCT02087774,28
NCT02087865,12
NCT02087904,91
NCT02087943,52
NCT02088034,7
NCT02088047,1
NCT02088073,36
NCT02088177,3
NCT02088541,317
NCT02088554,1044
NCT02088697,6
NCT02088905,6
NCT02088957,1
NCT02089230,6
NCT02089334,8
NCT02089347,1
NCT02089685,295
NCT02089737,6
NCT02089997,246
NCT02090114,96
NCT02090283,42
NCT02090413,62
NCT02090426,18
NCT02090634,8
NCT02090725,4
NCT02090764,26
NCT02090855,2
NCT02090959,151
NCT02091089,2
NCT02091141,615
NCT02091167,2
NCT02091206,5
NCT02091284,4
NCT02091362,17
NCT02091375,12
NCT02091414,4
NCT02091440,2
NCT02091726,6
NCT02091739,33
NCT02091752,3
NCT02091869,3
NCT02091921,3
NCT02091960,45
NCT02091986,26
NCT02092025,68
NCT02092116,4
NCT02092220,4
NCT02092285,145
NCT02092324,19
NCT02092350,22
NCT02092389,6
NCT02092467,1261
NCT02092662,13
NCT02092909,19
NCT02092961,51
NCT02093026,193
NCT02093221,43
NCT02093351,70
NCT02093390,1
NCT02093520,28
NCT02093663,39
NCT02093689,4
NCT02093897,19
NCT02093923,2
NCT02094261,210
NCT02094300,20
NCT02094417,25
NCT02094573,222
NCT02094612,149
NCT02094677,4
NCT02094885,7
NCT02094898,5
NCT02094937,95
NCT02095106,1
NCT02095132,73
NCT02095145,1
NCT02095158,75
NCT02095197,3
NCT02095223,1
NCT02095535,2
NCT02095678,35
NCT02095691,1
NCT02095873,3
NCT02095951,15
NCT02096003,5
NCT02096042,1
NCT02096263,109
NCT02096354,35
NCT02096471,13
NCT02096588,3
NCT02096705,22
NCT02096744,3
NCT02096835,4
NCT02096900,6
NCT02096952,1
NCT02097030,2
NCT02097056,58
NCT02097108,2
NCT02097121,23
NCT02097134,9
NCT02097225,1
NCT02097238,19
NCT02097277,12
NCT02097290,17
NCT02097420,20
NCT02097472,1
NCT02097719,4
NCT02097745,178
NCT02097823,2
NCT02098109,3
NCT02098369,21
NCT02098395,127
NCT02098733,10
NCT02098746,5
NCT02098876,10
NCT02099110,132
NCT02099344,1
NCT02099539,17
NCT02099682,111
NCT02099708,200
NCT02099838,6
NCT02100124,20
NCT02100228,165
NCT02100319,16
NCT02100423,6
NCT02100475,4
NCT02100514,105
NCT02100631,11
NCT02100644,13
NCT02100657,39
NCT02100670,25
NCT02100696,61
NCT02100722,1500
NCT02100813,1
NCT02100839,4
NCT02100956,1
NCT02100969,1
NCT02101021,25
NCT02101034,1
NCT02101060,9
NCT02101112,2
NCT02101268,142
NCT02101281,1
NCT02101294,11
NCT02101359,48
NCT02101385,218
NCT02101554,9
NCT02101736,5
NCT02101775,5
NCT02101853,470
NCT02101983,1
NCT02102204,304
NCT02102399,10
NCT02102464,1
NCT02102490,7
NCT02102724,3
NCT02103062,41
NCT02103439,6
NCT02103478,124
NCT02104180,1
NCT02104505,8
NCT02104557,177
NCT02104583,74
NCT02104752,3
NCT02104765,4
NCT02104804,35
NCT02104817,12906
NCT02104895,14
NCT02104947,135
NCT02105012,33
NCT02105116,6
NCT02105272,8
NCT02105285,4
NCT02105454,1
NCT02105467,7
NCT02105636,360
NCT02105662,6
NCT02105688,94
NCT02105701,10
NCT02105766,6
NCT02105948,102
NCT02105961,88
NCT02105974,901
NCT02105987,130
NCT02106156,2589
NCT02106195,3
NCT02106325,12
NCT02106351,32
NCT02106390,140
NCT02106403,1
NCT02106442,37
NCT02106455,8
NCT02106832,79
NCT02106884,1
NCT02106910,2
NCT02106923,1
NCT02106975,64
NCT02107014,1
NCT02107092,44
NCT02107131,17
NCT02107196,111
NCT02107261,2
NCT02107274,10
NCT02107313,1
NCT02107443,181
NCT02107482,4
NCT02107703,149
NCT02107859,61
NCT02107898,18
NCT02108262,128
NCT02108600,4
NCT02108652,310
NCT02108912,4
NCT02108951,16
NCT02108964,225
NCT02109029,2
NCT02109042,15
NCT02109107,2
NCT02109133,1
NCT02109172,5
NCT02109432,1
NCT02109445,3
NCT02109484,12
NCT02109562,95
NCT02109744,3
NCT02110225,1
NCT02110238,43
NCT02110693,57
NCT02110706,9
NCT02110732,9
NCT02110901,44
NCT02111083,2
NCT02111096,171
NCT02111174,20
NCT02111213,12
NCT02111369,3
NCT02111564,274
NCT02111577,888
NCT02111603,1
NCT02111785,1
NCT02111811,87
NCT02111850,1
NCT02111993,9
NCT02112045,1
NCT02112448,18
NCT02112552,2
NCT02112656,189
NCT02112708,52
NCT02112877,15
NCT02112916,502
NCT02112994,5
NCT02113007,2
NCT02113124,2
NCT02113189,6
NCT02113436,30
NCT02113449,4
NCT02113579,14
NCT02113878,3
NCT02113956,19
NCT02113982,138
NCT02114151,7
NCT02114177,13
NCT02114203,2
NCT02114268,11
NCT02114385,11
NCT02114515,283
NCT02114606,6
NCT02114684,22
NCT02114697,9
NCT02114879,43
NCT02114892,3
NCT02114931,55
NCT02115113,12
NCT02115139,7
NCT02115256,1
NCT02115269,57
NCT02115282,608
NCT02115308,4
NCT02115321,1
NCT02115386,7
NCT02115607,1
NCT02115815,4
NCT02116205,19
NCT02116309,1
NCT02116361,119
NCT02116530,13
NCT02116582,215
NCT02116608,3
NCT02116621,65
NCT02116660,6
NCT02116777,40
NCT02116803,12
NCT02116972,55
NCT02117024,64
NCT02117050,1
NCT02117349,4
NCT02117414,21
NCT02117427,10
NCT02117479,312
NCT02117544,2
NCT02117570,15
NCT02117648,26
NCT02117687,5
NCT02117713,14
NCT02118012,2
NCT02118337,97
NCT02118428,23
NCT02118584,1453
NCT02118597,16
NCT02118714,3
NCT02118766,61
NCT02118792,68
NCT02118896,125
NCT02118961,1
NCT02119026,75
NCT02119104,16
NCT02119156,26
NCT02119260,3
NCT02119286,44
NCT02119299,9
NCT02119325,1
NCT02119416,5
NCT02119650,51
NCT02119663,81
NCT02119676,367
NCT02119819,47
NCT02119936,10
NCT02120027,235
NCT02120157,8
NCT02120300,4
NCT02120352,105
NCT02120365,8
NCT02120417,128
NCT02120456,3
NCT02120469,2
NCT02120625,2
NCT02120664,1
NCT02120781,5
NCT02120794,58
NCT02120833,5
NCT02120898,19
NCT02120924,117
NCT02120950,49
NCT02121002,21
NCT02121184,5
NCT02121210,16
NCT02121262,41
NCT02121301,6
NCT02121392,95
NCT02121509,6
NCT02121522,1
NCT02121535,2
NCT02121652,10
NCT02121756,8
NCT02121795,94
NCT02121808,3
NCT02121834,4
NCT02121847,3
NCT02122146,10
NCT02122380,7
NCT02122458,58
NCT02122770,51
NCT02122783,1
NCT02122887,22
NCT02123108,5
NCT02123134,6
NCT02123251,64
NCT02123446,1
NCT02123459,1
NCT02123472,1
NCT02123511,6
NCT02123576,1
NCT02123797,738
NCT02123966,1
NCT02124161,31
NCT02124265,1
NCT02124564,7
NCT02124707,7
NCT02124746,59
NCT02124759,12
NCT02124772,88
NCT02124798,4
NCT02124811,5
NCT02124902,23
NCT02125279,13
NCT02125331,5
NCT02125461,467
NCT02125604,31
NCT02125734,1
NCT02125786,59
NCT02125838,8
NCT02125877,23
NCT02126579,2
NCT02126670,2
NCT02126826,1
NCT02126839,24
NCT02126969,3
NCT02127125,8
NCT02127281,1
NCT02127307,308
NCT02127372,1
NCT02127658,5
NCT02127931,1
NCT02127970,53
NCT02128113,7
NCT02128217,1
NCT02128269,2
NCT02128490,29
NCT02128542,4
NCT02128724,5
NCT02128763,36
NCT02128932,64
NCT02128997,17
NCT02129062,3
NCT02129192,1
NCT02129205,16
NCT02129608,4
NCT02129647,3
NCT02129699,5
NCT02129777,93
NCT02129803,9
NCT02130024,56
NCT02130193,18
NCT02130284,9
NCT02130297,4
NCT02130427,30
NCT02130466,184
NCT02130557,73
NCT02130570,22
NCT02130765,4
NCT02130882,1
NCT02130986,319
NCT02131064,59
NCT02131129,1
NCT02131155,36
NCT02131233,108
NCT02131259,1225
NCT02131272,3
NCT02131311,4
NCT02131324,5
NCT02131532,4
NCT02131636,17
NCT02131662,68
NCT02131766,4
NCT02132117,16
NCT02132130,3
NCT02132195,25
NCT02132247,1
NCT02132312,9
NCT02132611,2
NCT02132637,8
NCT02132702,8
NCT02132754,116
NCT02132767,32
NCT02132949,69
NCT02133001,24
NCT02133131,58
NCT02133352,6
NCT02133508,15
NCT02133573,17
NCT02133664,12
NCT02133742,52
NCT02133924,42
NCT02134015,145
NCT02134028,243
NCT02134353,50
NCT02134587,30
NCT02134925,8
NCT02134977,102
NCT02135029,12
NCT02135107,193
NCT02135133,15
NCT02135445,2
NCT02135614,13
NCT02135692,339
NCT02135848,4
NCT02136069,62
NCT02136134,498
NCT02136576,2
NCT02136680,61
NCT02136797,8
NCT02136914,42
NCT02137070,92
NCT02137226,70
NCT02137239,9
NCT02137252,3
NCT02137369,10
NCT02137772,207
NCT02137785,7
NCT02137837,37
NCT02137850,35
NCT02138110,4
NCT02138136,139
NCT02138214,8
NCT02138253,13
NCT02138747,82
NCT02138786,26
NCT02138825,184
NCT02138838,19
NCT02138890,1
NCT02138916,176
NCT02139046,300
NCT02139124,42
NCT02139280,2
NCT02139306,27
NCT02139592,8
NCT02139644,185
NCT02139826,1
NCT02139943,23
NCT02139982,2
NCT02140047,2
NCT02140060,4
NCT02140164,2
NCT02140411,1
NCT02140554,10
NCT02140567,6
NCT02140645,159394
NCT02140762,29
NCT02140775,37
NCT02140970,5
NCT02141074,13
NCT02141204,30
NCT02141217,19
NCT02141282,127
NCT02141295,195
NCT02141360,7
NCT02141399,744
NCT02141490,4
NCT02141516,5
NCT02141620,1
NCT02141633,1
NCT02141659,5
NCT02141672,42
NCT02141854,232
NCT02141984,2
NCT02141997,13
NCT02142283,42
NCT02142387,8695
NCT02142504,116
NCT02142712,3
NCT02142738,305
NCT02142803,1
NCT02142894,8
NCT02142959,14
NCT02143024,3
NCT02143063,76
NCT02143102,11
NCT02143141,1
NCT02143414,49
NCT02143583,3
NCT02143713,174
NCT02143778,3
NCT02143791,39
NCT02143843,12
NCT02143947,6
NCT02144012,49
NCT02144077,21
NCT02144220,19
NCT02144285,1
NCT02144337,8
NCT02144610,45
NCT02144701,12
NCT02145026,12
NCT02145078,4
NCT02145156,153
NCT02145182,34
NCT02145390,1
NCT02145429,27
NCT02145468,13
NCT02146105,6
NCT02146131,117
NCT02146248,2
NCT02146274,73
NCT02146326,156
NCT02146352,2
NCT02146365,28
NCT02146378,2
NCT02146430,335
NCT02146599,5
NCT02146833,11
NCT02147067,4
NCT02147093,3
NCT02147132,1
NCT02147158,158
NCT02147184,76
NCT02147197,24
NCT02147288,3
NCT02147353,9
NCT02147561,4
NCT02147587,16
NCT02147626,12
NCT02147691,5
NCT02148003,3
NCT02148133,5
NCT02148211,352
NCT02148250,5
NCT02148263,5
NCT02148445,4
NCT02148705,40
NCT02148718,31
NCT02148913,1
NCT02148952,6794
NCT02149108,763
NCT02149121,45
NCT02149199,473
NCT02149264,20
NCT02149420,4
NCT02149810,12
NCT02149836,1
NCT02149875,24
NCT02150057,10
NCT02150213,2
NCT02150343,63
NCT02150863,1
NCT02150954,1
NCT02151058,8
NCT02151110,3
NCT02151149,217
NCT02151266,30
NCT02151461,14
NCT02151591,9
NCT02151604,9
NCT02151643,24
NCT02151682,46
NCT02151773,64
NCT02151786,36
NCT02151851,206
NCT02151903,4
NCT02151981,332
NCT02152007,1
NCT02152137,4
NCT02152163,25
NCT02152345,9
NCT02152371,28
NCT02152384,3
NCT02152566,3
NCT02152605,37
NCT02152631,92
NCT02152761,57
NCT02152956,243
NCT02152982,26
NCT02152995,1
NCT02153073,298
NCT02153086,4
NCT02153112,55
NCT02153346,11
NCT02153359,2
NCT02153398,3
NCT02153736,4
NCT02153788,3
NCT02153827,12
NCT02153905,1
NCT02153918,1
NCT02154061,2
NCT02154087,1
NCT02154139,7
NCT02154347,39
NCT02154425,1
NCT02154490,1209
NCT02154516,6
NCT02154529,17
NCT02154581,15
NCT02155283,7
NCT02155309,1
NCT02155322,14
NCT02155608,3
NCT02155660,252
NCT02155699,16
NCT02155712,576
NCT02155738,2
NCT02155829,9
NCT02155881,6
NCT02155985,2
NCT02156076,7
NCT02156271,7
NCT02156466,3
NCT02156492,2
NCT02156804,1
NCT02157116,9
NCT02157298,6
NCT02157376,40
NCT02157506,2
NCT02157519,12
NCT02157610,8
NCT02157779,35
NCT02157883,23
NCT02157935,104
NCT02157948,18
NCT02157974,3
NCT02158039,10
NCT02158091,3
NCT02158247,5
NCT02158364,60
NCT02158442,2
NCT02158533,43
NCT02158546,46
NCT02158663,9
NCT02158728,27
NCT02158806,9
NCT02158884,57
NCT02158936,356
NCT02158949,17
NCT02158975,1
NCT02159040,1
NCT02159053,61
NCT02159066,212
NCT02159183,9
NCT02159352,5
NCT02159365,70
NCT02159469,53
NCT02159482,5
NCT02159521,18
NCT02159729,63
NCT02159807,5
NCT02159950,2
NCT02160002,3
NCT02160041,84
NCT02160145,206
NCT02160314,14
NCT02160626,3
NCT02160782,17
NCT02160899,4
NCT02160977,6
NCT02161016,1
NCT02161146,9
NCT02161185,7
NCT02161211,95
NCT02161380,1
NCT02161406,19
NCT02161458,11
NCT02161549,8
NCT02161562,43
NCT02161575,11
NCT02161718,139
NCT02161731,2
NCT02161757,144
NCT02162511,2
NCT02162719,124
NCT02162732,18
NCT02162758,1
NCT02162771,54
NCT02162810,6
NCT02162862,15
NCT02163057,8
NCT02163187,2
NCT02163226,27
NCT02163395,5
NCT02163447,15
NCT02163499,285
NCT02163538,2
NCT02163694,513
NCT02163733,24
NCT02163759,9
NCT02163902,24
NCT02163915,12
NCT02163993,58
NCT02164318,2
NCT02164383,1
NCT02164461,12
NCT02164513,1268
NCT02164539,16
NCT02164578,36
NCT02164864,287
NCT02164916,106
NCT02164929,4
NCT02164981,14
NCT02165202,30
NCT02165215,40
NCT02165397,43
NCT02165735,30
NCT02165826,305
NCT02166047,8
NCT02166333,456
NCT02166463,65
NCT02166476,37
NCT02166606,78
NCT02166697,347
NCT02166905,1
NCT02167035,11
NCT02167139,55
NCT02167256,31
NCT02167451,1
NCT02167594,3
NCT02167893,163
NCT02167945,249
NCT02168101,5
NCT02168270,4
NCT02168387,10
NCT02168439,2
NCT02168478,4
NCT02168491,1
NCT02168777,20
NCT02168803,11
NCT02168816,4
NCT02168842,16
NCT02168946,17
NCT02169219,6
NCT02169271,3
NCT02169284,1
NCT02169336,11
NCT02169414,2
NCT02169505,1
NCT02169674,110
NCT02169739,4
NCT02169791,7
NCT02169830,11
NCT02170025,2
NCT02170051,24
NCT02170064,9
NCT02170077,34
NCT02170207,5
NCT02170298,2
NCT02170389,1
NCT02170688,13
NCT02170727,3
NCT02170779,2
NCT02171065,2
NCT02171130,28
NCT02171260,22
NCT02171429,9
NCT02172040,6
NCT02172625,3
NCT02172664,12
NCT02172911,3
NCT02172950,30
NCT02173054,2
NCT02173158,1
NCT02173301,78
NCT02173379,387
NCT02173548,3
NCT02173704,17
NCT02173769,4
NCT02174276,11
NCT02174523,1
NCT02174562,14
NCT02174627,214
NCT02174731,134
NCT02174848,13
NCT02174861,158
NCT02175004,117
NCT02175017,76
NCT02175030,73
NCT02175095,3
NCT02175121,6
NCT02175199,8
NCT02175225,19
NCT02175277,1
NCT02175368,1
NCT02175641,62
NCT02175680,2
NCT02175745,1
NCT02175758,2
NCT02175771,163
NCT02175966,16
NCT02176018,11
NCT02176226,9
NCT02176291,5
NCT02176356,23
NCT02176421,5
NCT02176525,5
NCT02176642,1
NCT02176655,6
NCT02176928,6
NCT02177032,10
NCT02177123,24
NCT02177136,40
NCT02177175,1
NCT02177266,2
NCT02177695,70
NCT02177786,51
NCT02177812,16
NCT02177838,3
NCT02177942,165
NCT02178059,1
NCT02178098,17
NCT02178358,5
NCT02178475,129
NCT02178553,18
NCT02178566,1
NCT02178592,43
NCT02178709,16
NCT02178722,444
NCT02178787,14
NCT02178956,149
NCT02178995,7
NCT02179177,4
NCT02179190,27
NCT02179398,7
NCT02179515,32
NCT02179749,2
NCT02179918,20
NCT02180061,33
NCT02180165,47
NCT02180217,58
NCT02180243,38
NCT02180438,1
NCT02180659,11
NCT02180672,12
NCT02180724,106
NCT02180867,82
NCT02181296,13
NCT02181413,128
NCT02181504,3
NCT02181556,1
NCT02181621,4
NCT02181634,72
NCT02181673,53
NCT02181738,236
NCT02181790,2
NCT02181803,8
NCT02181816,59
NCT02181842,2
NCT02182440,100
NCT02182687,6
NCT02182830,30
NCT02182843,10
NCT02182895,6
NCT02182947,18
NCT02182973,3
NCT02182999,8
NCT02183519,6
NCT02183675,2
NCT02184143,17
NCT02184156,2
NCT02184195,128
NCT02184442,140
NCT02184455,1
NCT02184572,77
NCT02184611,49
NCT02184988,55
NCT02185014,54
NCT02185040,19
NCT02185053,11
NCT02185417,913
NCT02185521,2
NCT02185534,4
NCT02185768,2
NCT02185794,61
NCT02186015,1
NCT02186171,19
NCT02186223,21
NCT02186301,100
NCT02186561,59
NCT02186652,2
NCT02186821,47
NCT02186834,2
NCT02186847,3
NCT02186873,17
NCT02187003,58
NCT02187029,16
NCT02187042,27
NCT02187055,216
NCT02187159,321
NCT02187172,9
NCT02187198,2
NCT02187224,1
NCT02187471,324
NCT02187744,19
NCT02187783,106
NCT02187809,3
NCT02187861,118
NCT02187991,77
NCT02188160,2
NCT02188303,10
NCT02188459,10
NCT02188485,5
NCT02188589,5
NCT02188719,1
NCT02188784,22
NCT02188849,11
NCT02189252,2
NCT02189473,48
NCT02189759,7
NCT02189837,8
NCT02189863,6
NCT02189941,1
NCT02190279,6
NCT02190435,15
NCT02190591,13
NCT02190604,3
NCT02190721,1
NCT02191046,6
NCT02191137,15
NCT02191267,1
