nct_id,number
NCT00709124,5
NCT00709202,12
NCT00709228,332
NCT00709319,6
NCT00709592,1
NCT00709618,30
NCT00709722,1
NCT00709735,5
NCT00709761,27
NCT00709852,22
NCT00709956,7
NCT00709995,10
NCT00710021,5
NCT00710034,112
NCT00710385,5
NCT00710424,67
NCT00710554,73
NCT00710593,20
NCT00710606,2
NCT00710684,212
NCT00710710,89
NCT00710749,1
NCT00710762,79
NCT00710866,15
NCT00710879,6
NCT00710970,3
NCT00711009,34
NCT00711087,1
NCT00711100,13
NCT00711113,11
NCT00711191,20
NCT00711243,14
NCT00711412,29
NCT00711425,4
NCT00711477,6
NCT00711516,4
NCT00711529,10
NCT00711555,3
NCT00711594,74
NCT00711646,15
NCT00711802,46
NCT00711880,20
NCT00711958,56
NCT00711971,8
NCT00712010,1
NCT00712166,1
NCT00712270,14
NCT00712322,1
NCT00712335,30
NCT00712348,1
NCT00712543,2
NCT00712673,169
NCT00712712,23
NCT00712725,130
NCT00712881,17
NCT00712920,46
NCT00712933,367
NCT00712959,22
NCT00712985,5
NCT00713206,9
NCT00713219,2
NCT00713258,11
NCT00713310,11
NCT00713323,146
NCT00713349,1
NCT00713544,51
NCT00713596,7
NCT00713609,87
NCT00713648,8
NCT00713700,4
NCT00713830,259
NCT00714051,2
NCT00714168,103
NCT00714259,2
NCT00714285,4
NCT00714415,2
NCT00714493,49
NCT00714688,101
NCT00714714,1
NCT00714870,32
NCT00714948,2
NCT00715026,10
NCT00715078,104
NCT00715117,1
NCT00715208,10
NCT00715299,6
NCT00715403,41
NCT00715429,1
NCT00715520,13
NCT00715559,1
NCT00715624,168
NCT00715676,49
NCT00715793,3
NCT00715910,26
NCT00715949,4
NCT00716092,3
NCT00716144,40
NCT00716274,26
NCT00716417,47
NCT00716456,2
NCT00716482,119
NCT00716625,1
NCT00716859,14
NCT00716976,29
NCT00717067,1
NCT00717093,92
NCT00717197,7
NCT00717236,254
NCT00717249,37
NCT00717275,3
NCT00717314,16
NCT00717366,37
NCT00717522,7
NCT00717756,1
NCT00717769,45
NCT00717860,55
NCT00717886,4
NCT00718042,137
NCT00718081,32
NCT00718159,23
NCT00718237,28
NCT00718315,62
NCT00718328,1
NCT00718419,52
NCT00718510,2
NCT00718523,42
NCT00718549,120
NCT00718640,7
NCT00718666,8
NCT00718718,19
NCT00718770,8
NCT00718809,21
NCT00718861,39
NCT00718887,14
NCT00719043,189
NCT00719212,44
NCT00719264,365
NCT00719355,31
NCT00719472,147
NCT00719537,2
NCT00719563,80
NCT00719680,5
NCT00719706,15
NCT00719732,22
NCT00719810,15
NCT00719849,1
NCT00719862,14
NCT00719888,46
NCT00719901,11
NCT00719953,4
NCT00720057,4
NCT00720083,3
NCT00720096,2
NCT00720109,29
NCT00720122,9
NCT00720213,7
NCT00720226,11
NCT00720278,17
NCT00720304,34
NCT00720343,3
NCT00720356,76
NCT00720382,235
NCT00720434,18
NCT00720499,10
NCT00720759,2
NCT00720798,756
NCT00720876,2
NCT00720902,4
NCT00720941,144
NCT00721110,2
NCT00721123,183
NCT00721149,1
NCT00721214,4
NCT00721227,4
NCT00721279,60
NCT00721396,86
NCT00721409,173
NCT00721578,4
NCT00721630,1
NCT00721734,40
NCT00721799,8
NCT00721955,2
NCT00721968,2
NCT00722046,52
NCT00722137,93
NCT00722371,408
NCT00722423,1
NCT00722761,12
NCT00722800,2
NCT00723008,13
NCT00723021,1
NCT00723125,24
NCT00723190,142
NCT00723203,3
NCT00723229,10
NCT00723255,4
NCT00723294,13
NCT00723398,52
NCT00723450,257
NCT00723489,8
NCT00723528,21
NCT00723554,29
NCT00723606,11
NCT00723697,18
NCT00723710,174
NCT00723801,6
NCT00723840,82
NCT00723892,194
NCT00723944,17
NCT00723957,104
NCT00724048,14
NCT00724061,5
NCT00724126,34
NCT00724152,9
NCT00724243,15
NCT00724282,4
NCT00724373,171
NCT00724451,802
NCT00724503,430
NCT00724698,90
NCT00724711,34
NCT00724815,82
NCT00724854,434
NCT00724867,128
NCT00724893,822
NCT00724932,8
NCT00724945,8
NCT00724958,182
NCT00724971,6
NCT00725010,25
NCT00725075,28
NCT00725101,495
NCT00725205,87
NCT00725283,24
NCT00725296,62
NCT00725322,3
NCT00725452,11
NCT00725491,27
NCT00725543,153
NCT00725608,167
NCT00725621,271
NCT00725712,74
NCT00725725,13
NCT00725764,14
NCT00725842,40
NCT00725920,9
NCT00725985,491
NCT00726063,16
NCT00726232,124
NCT00726323,68
NCT00726388,107
NCT00726453,34
NCT00726557,128
NCT00726596,9
NCT00726609,98
NCT00726622,21
NCT00726661,1232
NCT00726752,6
NCT00726882,22
NCT00726895,1
NCT00726986,18
NCT00726999,4
NCT00727025,23
NCT00727194,17
NCT00727246,4
NCT00727259,1055
NCT00727272,2
NCT00727311,1107
NCT00727402,116
NCT00727415,2
NCT00727441,65
NCT00727506,151
NCT00727532,2
NCT00727558,5
NCT00727571,92
NCT00727649,17
NCT00727714,2
NCT00727844,2
NCT00727909,30
NCT00727961,37
NCT00728130,3
NCT00728182,6
NCT00728416,4
NCT00728468,16
NCT00728481,5
NCT00728494,16
NCT00728689,1
NCT00728754,9
NCT00728884,17
NCT00728936,1
NCT00728949,15
NCT00728962,16
NCT00728988,181
NCT00729157,1
NCT00729183,40
NCT00729248,2
NCT00729326,19
NCT00729365,46
NCT00729378,539
NCT00729469,100
NCT00729560,3
NCT00729586,2
NCT00729612,10
NCT00729651,37
NCT00729690,4
NCT00729833,45
NCT00729859,2
NCT00729937,290
NCT00730015,103
NCT00730028,309
NCT00730041,2
NCT00730132,155
NCT00730158,2
NCT00730171,771
NCT00730236,6
NCT00730275,1
NCT00730327,64
NCT00730405,204
NCT00730639,306
NCT00730691,206
NCT00730756,9
NCT00730847,131
NCT00730886,2
NCT00730912,1
NCT00730925,41
NCT00731042,2
NCT00731120,121
NCT00731133,10
NCT00731549,223
NCT00731666,12
NCT00731679,48
NCT00731692,925
NCT00731731,3
NCT00731783,81
NCT00731822,5
NCT00731939,34
NCT00732069,1
NCT00732160,14
NCT00732199,60
NCT00732238,6
NCT00732251,7
NCT00732303,2
NCT00732381,3
NCT00732472,7
NCT00732498,6
NCT00732615,12
NCT00732641,218
NCT00732758,24
NCT00732875,35
NCT00732940,5
NCT00732992,12
NCT00733005,5
NCT00733226,5
NCT00733291,1
NCT00733304,15
NCT00733369,19
NCT00733408,4
NCT00733421,2
NCT00733499,96
NCT00733746,5
NCT00733824,1
NCT00733902,651
NCT00733954,10
NCT00733980,43
NCT00734032,1
NCT00734071,65
NCT00734097,36
NCT00734149,1
NCT00734162,14
NCT00734214,8
NCT00734474,545
NCT00734539,72
NCT00734578,83
NCT00734591,4903
NCT00734604,44
NCT00734617,209
NCT00734630,62
NCT00734656,21
NCT00734747,6
NCT00734851,21
NCT00734929,11
NCT00734994,1
NCT00735007,5
NCT00735072,2
NCT00735254,3
NCT00735371,49
NCT00735397,1183
NCT00735475,19
NCT00735553,77
NCT00735644,4
NCT00735696,2
NCT00735709,55
NCT00735878,1
NCT00735904,38
NCT00735943,2
NCT00736034,2
NCT00736099,241
NCT00736190,3
NCT00736255,4
NCT00736333,111
NCT00736385,5
NCT00736450,25
NCT00736476,1
NCT00736489,2
NCT00736502,65
NCT00736645,2
NCT00736723,7
NCT00736840,13
NCT00736853,204
NCT00736879,23
NCT00736944,2
NCT00736957,122
NCT00736996,12
NCT00737048,13
NCT00737061,92
NCT00737100,21
NCT00737282,175
NCT00737438,3
NCT00737464,18
NCT00737477,34
NCT00737529,133
NCT00737568,85
NCT00737633,101
NCT00737672,163
NCT00737698,15
NCT00737711,31
NCT00738062,45
NCT00738101,7
NCT00738283,4
NCT00738374,50
NCT00738400,11
NCT00738530,472
NCT00738582,89
NCT00738673,35
NCT00738699,415
NCT00738881,2
NCT00738894,72
NCT00738920,119
NCT00739063,8
NCT00739102,15
NCT00739297,6
NCT00739310,7
NCT00739401,41
NCT00739596,42
NCT00739648,79
NCT00739661,88
NCT00739674,303
NCT00739882,45
NCT00739908,50
NCT00739934,9
NCT00739973,1158
NCT00740051,50
NCT00740116,7
NCT00740220,9
NCT00740480,2
NCT00740584,1
NCT00740597,1
NCT00740636,6
NCT00740714,65
NCT00740779,36
NCT00740792,37
NCT00740857,1
NCT00740870,21
NCT00741013,4
NCT00741039,2
NCT00741091,57
NCT00741260,85
NCT00741286,39
NCT00741338,1
NCT00741598,18
NCT00741611,5
NCT00741819,8
NCT00741936,17
NCT00741988,8
NCT00742001,1
NCT00742027,129
NCT00742079,1
NCT00742183,21
NCT00742209,160
NCT00742235,31
NCT00742274,6
NCT00742326,1
NCT00742391,5
NCT00742417,7
NCT00742508,23
NCT00742560,101
NCT00742625,75
NCT00742781,3
NCT00742859,42
NCT00742885,1
NCT00742924,17
NCT00743106,13
NCT00743119,4
NCT00743145,4
NCT00743197,3
NCT00743249,8
NCT00743275,1
NCT00743288,38
NCT00743340,41
NCT00743366,6
NCT00743431,126
NCT00743444,2
NCT00743483,2
NCT00743509,2
NCT00743652,19
NCT00744042,1
NCT00744055,21
NCT00744237,69
NCT00744263,10556
NCT00744328,23
NCT00744471,588
NCT00744497,1522
NCT00744523,5
NCT00744627,47
NCT00744653,16
NCT00744757,21
NCT00744796,12
NCT00744861,210
NCT00744874,4
NCT00744939,91
NCT00744978,12
NCT00744991,25
NCT00745095,254
NCT00745121,11
NCT00745251,5
NCT00745368,3
NCT00745420,1
NCT00745498,19
NCT00745615,217
NCT00745823,771
NCT00745849,6
NCT00745875,8
NCT00745901,45
NCT00746096,13
NCT00746252,3
NCT00746330,1
NCT00746356,18
NCT00746551,36
NCT00746564,2
NCT00746590,1
NCT00746733,3
NCT00746785,81
NCT00746798,6
NCT00746811,1
NCT00746941,26
NCT00747006,5
NCT00747123,4
NCT00747149,44
NCT00747227,10
NCT00747344,10
NCT00747435,6
NCT00747461,5
NCT00747474,1
NCT00747565,21
NCT00747617,4
NCT00747643,63
NCT00747812,8
NCT00748033,1
NCT00748098,22
NCT00748189,428
NCT00748215,27
NCT00748241,8
NCT00748540,1
NCT00748553,4
NCT00748566,112
NCT00748618,1
NCT00748709,20
NCT00748969,2
NCT00749190,22
NCT00749203,6
NCT00749398,53
NCT00749411,6
NCT00749463,6
NCT00749580,13
NCT00749684,82
NCT00749775,107
NCT00749892,3
NCT00749944,6
NCT00749996,31
NCT00750061,4
NCT00750139,295
NCT00750152,49
NCT00750204,2
NCT00750269,20
NCT00750308,9
NCT00750438,11
NCT00750698,8
NCT00750737,6
NCT00750867,2
NCT00750880,215
NCT00750893,542
NCT00750919,58
NCT00751023,18
NCT00751036,94
NCT00751101,7
NCT00751114,70
NCT00751140,1
NCT00751296,2
NCT00751348,8
NCT00751400,10
NCT00751621,4
NCT00751790,5
NCT00751881,591
NCT00751933,3
NCT00751998,20
NCT00752089,6
NCT00752128,4
NCT00752206,20
NCT00752219,17
NCT00752232,8
NCT00752557,16
NCT00752609,11
NCT00752622,86
NCT00752726,24
NCT00752791,16
NCT00752856,1
NCT00752895,11
NCT00752986,8
NCT00753012,9
NCT00753090,264
NCT00753272,9889
NCT00753415,10
NCT00753454,14
NCT00753506,9
NCT00753519,2
NCT00753545,226
NCT00753623,8
NCT00753649,7
NCT00753675,174
NCT00753688,369
NCT00753714,122
NCT00753766,1
NCT00753896,16
NCT00753922,426
NCT00754013,9
NCT00754052,8
NCT00754065,161
NCT00754234,3
NCT00754325,99
NCT00754338,8
NCT00754390,7
NCT00754442,8
NCT00754559,47
NCT00754572,71
NCT00754624,69
NCT00754650,2
NCT00754741,180
NCT00754793,1
NCT00754936,12
NCT00755079,7
NCT00755105,24
NCT00755183,13
NCT00755196,2
NCT00755222,10
NCT00755326,5
NCT00755417,159
NCT00755716,19
NCT00755807,64
NCT00755846,98
NCT00755937,312
NCT00756002,30
NCT00756275,57
NCT00756314,61
NCT00756444,36
NCT00756457,3
NCT00756470,5
NCT00756574,24
NCT00756652,39186
NCT00756717,2
NCT00756730,2
NCT00756886,18
NCT00756938,41
NCT00757003,49
NCT00757042,3
NCT00757172,11
NCT00757237,38
NCT00757588,84
NCT00757627,81
NCT00757705,121
NCT00757783,11
NCT00757848,5
NCT00758043,181
NCT00758069,2
NCT00758160,66
NCT00758264,6
NCT00758394,3
NCT00758459,7
NCT00758485,4
NCT00758498,10
NCT00758524,53
NCT00758589,18
NCT00758602,41
NCT00758680,5
NCT00758706,8
NCT00758771,8
NCT00759031,3
NCT00759109,74
NCT00759148,46
NCT00759174,2
NCT00759356,4
NCT00759395,4
NCT00759564,1
NCT00759655,1
NCT00759681,20
NCT00759759,5
NCT00759785,17
NCT00759863,38
NCT00759876,36
NCT00759902,1
NCT00759915,2
NCT00759941,4
NCT00759954,4
NCT00760084,10
NCT00760214,101
NCT00760266,42
NCT00760383,12
NCT00760474,5
NCT00760487,3
NCT00760513,12
NCT00760552,23
NCT00760617,12
NCT00760669,30
NCT00760747,33
NCT00760838,7
NCT00760877,71
NCT00760929,167
NCT00760994,11
NCT00761150,113
NCT00761176,3
NCT00761189,185
NCT00761215,21
NCT00761267,12
NCT00761280,27
NCT00761306,20
NCT00761319,82
NCT00761462,240
NCT00761514,7
NCT00761527,22
NCT00761579,92
NCT00761605,141
NCT00761631,68
NCT00761657,14
NCT00761735,14
NCT00761748,6
NCT00761761,7
NCT00761774,79
NCT00761865,15
NCT00761891,10
NCT00761956,89
NCT00761969,340
NCT00762034,939
NCT00762073,13
NCT00762086,10
NCT00762164,5
NCT00762229,3
NCT00762268,6
NCT00762359,116
NCT00762372,1
NCT00762385,12
NCT00762411,1300
NCT00762463,32
NCT00762476,59
NCT00762502,36
NCT00762606,31
NCT00762723,13
NCT00762762,14
NCT00762788,144
NCT00762892,11
NCT00762970,22
NCT00762996,5
NCT00763009,1
NCT00763035,5
NCT00763139,8
NCT00763256,17
NCT00763269,25
NCT00763282,66
NCT00763321,113
NCT00763386,88
NCT00763451,105
NCT00763555,14
NCT00763698,10
NCT00763815,136
NCT00763958,25
NCT00763971,140
NCT00764322,20
NCT00764361,6
NCT00764465,7
NCT00764478,45
NCT00764491,52
NCT00764504,239
NCT00764517,29
NCT00764660,33
NCT00764673,12
NCT00764699,3
NCT00764751,3
NCT00764790,109
NCT00764868,113
NCT00764881,26
NCT00764946,34
NCT00765037,6
NCT00765063,32
NCT00765076,2
NCT00765102,31
NCT00765245,15
NCT00765336,35
NCT00765362,137
NCT00765388,6
NCT00765674,85
NCT00765726,9
NCT00765817,48
NCT00765843,8
NCT00765882,100
NCT00765999,784
NCT00766038,29
NCT00766051,2
NCT00766090,15
NCT00766142,4
NCT00766363,2
NCT00766376,27
NCT00766415,1
NCT00766467,19
NCT00766493,12
NCT00766506,7
NCT00766532,2
NCT00766597,9
NCT00766636,5
NCT00766675,40
NCT00766831,115
NCT00767000,802
NCT00767039,7
NCT00767104,3
NCT00767325,15
NCT00767455,19
NCT00767520,28
NCT00767676,54
NCT00767806,98
NCT00767819,44
NCT00768040,7
NCT00768053,11
NCT00768066,6
NCT00768079,7
NCT00768144,36
NCT00768222,8
NCT00768248,2
NCT00768300,492
NCT00768430,5
NCT00768469,10
NCT00768560,1
NCT00768651,1
NCT00768664,69
NCT00768755,180
NCT00768898,2
NCT00768989,93
NCT00769002,18
NCT00769067,188
NCT00769119,5
NCT00769132,5
NCT00769184,4
NCT00769379,16
NCT00769483,2
NCT00769561,8
NCT00769704,310
NCT00769860,2
NCT00770029,9
NCT00770120,61
NCT00770146,85
NCT00770211,3
NCT00770224,44
NCT00770289,6
NCT00770315,178
NCT00770328,17
NCT00770341,20
NCT00770367,5
NCT00770432,11
NCT00770484,1
NCT00770510,5
NCT00770562,2
NCT00770588,176
NCT00770601,1
NCT00770653,61
NCT00770679,6
NCT00770692,46
NCT00770770,11
NCT00770809,50
NCT00770913,32
NCT00770965,57
NCT00770991,10
NCT00771030,1
NCT00771316,3
NCT00771472,10
NCT00771615,8
NCT00771667,112
NCT00771758,22
NCT00771810,17
NCT00771849,6
NCT00771901,4
NCT00771914,2
NCT00771927,492
NCT00771953,20
NCT00772005,109
NCT00772031,75
NCT00772070,12
NCT00772109,90
NCT00772148,23
NCT00772330,3
NCT00772369,1
NCT00772382,55
NCT00772447,44
NCT00772538,46
NCT00772577,46
NCT00772603,118
NCT00772629,1
NCT00772668,3
NCT00772707,3
NCT00772889,56
NCT00772928,85
NCT00772941,682
NCT00772954,1
NCT00772967,3
NCT00773097,7
NCT00773136,2
NCT00773175,4
NCT00773253,1
NCT00773279,20
NCT00773292,2
NCT00773383,31
NCT00773461,9
NCT00773513,2210
NCT00773734,169
NCT00773747,593
NCT00773838,143
NCT00773968,45
NCT00774046,87
NCT00774306,33
NCT00774345,317
NCT00774397,172
NCT00774566,33
NCT00774748,3
NCT00774787,1
NCT00774800,1
NCT00774852,86
NCT00774930,90
NCT00774995,1
NCT00775021,2
NCT00775138,5
NCT00775190,9
NCT00775203,105
NCT00775268,4
NCT00775437,6
NCT00775450,5
NCT00775463,24
NCT00775528,1
NCT00775593,7
NCT00775606,3
NCT00775983,3
NCT00776009,8
NCT00776100,1
NCT00776230,11
NCT00776555,3
NCT00776659,26
NCT00776789,6
NCT00776919,131
NCT00776984,52
NCT00776997,2
NCT00777023,113
NCT00777036,71
NCT00777049,2
NCT00777088,1
NCT00777101,113
NCT00777153,210
NCT00777205,102
NCT00777257,32
NCT00777296,5
NCT00777491,4
NCT00777556,66
NCT00777608,10
NCT00777803,22
NCT00777829,2
NCT00777920,50
NCT00777946,43
NCT00778102,43
NCT00778258,66
NCT00778336,62
NCT00778375,3
NCT00778622,46
NCT00778700,44
NCT00778817,4
NCT00778830,1
NCT00778895,38
NCT00778921,65
NCT00778999,62
NCT00779025,1
NCT00779038,13
NCT00779142,3
NCT00779246,86
NCT00779259,2
NCT00779324,11
NCT00779402,149
NCT00779467,49
NCT00779506,29
NCT00779584,45
NCT00779675,378
NCT00779766,1380
NCT00779779,24
NCT00779857,6
NCT00779909,3
NCT00780143,3
NCT00780273,2
NCT00780416,21
NCT00780559,10
NCT00780910,2
NCT00780975,8
NCT00781274,2
NCT00781326,4
NCT00781365,70
NCT00781391,2470
NCT00781456,37
NCT00781599,11
NCT00781768,2
NCT00781859,28
NCT00781885,1
NCT00781911,14
NCT00781937,128
NCT00781963,19
NCT00782067,116
NCT00782171,41
NCT00782184,9
NCT00782210,120
NCT00782275,41
NCT00782340,101
NCT00782418,4
NCT00782483,6
NCT00782496,29
NCT00782509,101
NCT00782626,7
NCT00782717,43
NCT00782795,3
NCT00782834,1
NCT00783094,99
NCT00783198,142
NCT00783224,3
NCT00783263,12
NCT00783289,1
NCT00783302,35
NCT00783432,163
NCT00783692,692
NCT00783705,11
NCT00783718,521
NCT00783796,6
NCT00783835,10
NCT00784043,37
NCT00784134,9
NCT00784147,17
NCT00784238,119
NCT00784277,152
NCT00784368,30
NCT00784459,2
NCT00784550,78
NCT00784563,11
NCT00784654,192
NCT00784693,9
NCT00784719,21
NCT00784758,4
NCT00784784,4
NCT00784810,112
NCT00784836,3
NCT00784875,297
NCT00784927,3
NCT00784979,6
NCT00785044,496
NCT00785213,5
NCT00785291,391
NCT00785356,8
NCT00785486,1
NCT00785512,7
NCT00785538,6
NCT00785577,73
NCT00785629,39
NCT00785707,7
NCT00785785,808
NCT00785928,16
NCT00785980,3
NCT00786032,24
NCT00786188,6
NCT00786409,7
NCT00786422,14
NCT00786474,80
NCT00786565,8
NCT00786799,2
NCT00786838,49
NCT00786864,2
NCT00787137,1
NCT00787150,21
NCT00787176,21
NCT00787189,4
NCT00787202,38
NCT00787254,158
NCT00787267,12
NCT00787319,63
NCT00787527,3
NCT00787566,1
NCT00787605,102
NCT00787644,4
NCT00787787,7
NCT00787800,10
NCT00787839,404
NCT00787891,33
NCT00787917,11
NCT00787930,3
NCT00788073,7
NCT00788125,6
NCT00788151,24
NCT00788372,63
NCT00788593,9
NCT00788671,10
NCT00788697,109
NCT00788710,19
NCT00788775,18
NCT00788827,2
NCT00788957,155
NCT00789035,21
NCT00789191,33
NCT00789321,1
NCT00789360,4
NCT00789373,938
NCT00789477,45
NCT00789529,2
NCT00789555,457
NCT00789581,125
NCT00789698,152
NCT00789737,103
NCT00789815,8
NCT00789828,35
NCT00789854,131
NCT00789880,6
NCT00789958,37
NCT00790023,42
NCT00790036,316
NCT00790088,39
NCT00790205,794
NCT00790218,1
NCT00790296,3
NCT00790400,49
NCT00790452,1
NCT00790556,2
NCT00790569,193
NCT00790582,118
NCT00790647,1
NCT00790751,96
NCT00790790,51
NCT00790842,33
NCT00790868,23
NCT00790907,1134
NCT00790933,1477
NCT00791076,8
NCT00791128,9
NCT00791154,213
NCT00791258,263
NCT00791388,6
NCT00791479,15
NCT00791492,9
NCT00791518,93
NCT00791557,1
NCT00791648,2
NCT00791661,2
NCT00791700,53
NCT00791765,25
NCT00791778,131
NCT00791921,130
NCT00791934,15
NCT00791999,109
NCT00792103,133
NCT00792116,2
NCT00792259,1
NCT00792298,29
NCT00792467,22
NCT00792571,10
NCT00792623,7
NCT00792636,230
NCT00792701,63
NCT00792740,14
NCT00792805,81
NCT00792909,1
NCT00792935,7
NCT00792948,28
NCT00793104,1
NCT00793182,1
NCT00793325,19
NCT00793403,73
NCT00793546,42
NCT00793585,5
NCT00793598,3
NCT00793624,175
NCT00793780,3
NCT00793793,41
NCT00793819,23
NCT00793871,60
NCT00793910,12
NCT00794040,8
NCT00794118,27
NCT00794157,39
NCT00794196,28
NCT00794339,14
NCT00794365,79
NCT00794417,44
NCT00794573,83
NCT00794664,19
NCT00794677,2
NCT00794820,16
NCT00794924,130
NCT00794950,19
NCT00794963,5
NCT00795132,3
NCT00795184,21
NCT00795509,31
NCT00795535,20
NCT00795600,8
NCT00795639,47
NCT00795704,7
NCT00795717,5
NCT00795821,278
NCT00795886,10
NCT00795951,2
NCT00796003,32
NCT00796107,6
NCT00796120,121
NCT00796224,2
NCT00796315,1
NCT00796328,6
NCT00796367,102
NCT00796419,1
NCT00796445,877
NCT00796510,3
NCT00796523,16
NCT00796549,218
NCT00796562,49
NCT00796614,13
NCT00796653,164
NCT00796666,131
NCT00796718,9
NCT00796757,86
NCT00796822,3
NCT00796861,4
NCT00796978,12
NCT00796991,41
NCT00797108,12
NCT00797225,13
NCT00797316,55
NCT00797511,1
NCT00797563,1
NCT00797667,646
NCT00797732,162
NCT00797823,1
NCT00797862,278
NCT00797966,279
NCT00798096,2
NCT00798135,13
NCT00798161,114
NCT00798174,7
NCT00798265,26
NCT00798304,46
NCT00798317,17
NCT00798369,9
NCT00798434,213
NCT00798590,19
NCT00798603,35
NCT00798655,2
NCT00798694,3
NCT00798707,81
NCT00798759,21
NCT00798889,314
NCT00798967,8
NCT00799058,25
NCT00799266,4
NCT00799383,9
NCT00799396,19
NCT00799409,7
NCT00799422,2
NCT00799487,24
NCT00799513,2
NCT00799591,66
NCT00799617,184
NCT00799708,1
NCT00799825,48
NCT00799864,16
NCT00799903,551
NCT00800176,28
NCT00800202,91
NCT00800384,84
NCT00800436,2
NCT00800540,3
NCT00800683,36
NCT00800735,14
NCT00800982,5
NCT00801099,101
NCT00801216,2
NCT00801229,14
NCT00801242,52
NCT00801632,1
NCT00801892,3
NCT00801983,15
NCT00802074,4
NCT00802178,113
NCT00802360,97
NCT00802438,28
NCT00802464,23
NCT00802529,1
NCT00802659,1
NCT00802672,154
NCT00802737,29
NCT00802841,191
NCT00802867,13
NCT00802893,3
NCT00802945,70
NCT00803023,32
NCT00803049,325
NCT00803101,40
NCT00803179,3
NCT00803205,34
NCT00803244,22
NCT00803270,3
NCT00803361,54
NCT00803452,5
NCT00803569,4
NCT00803595,39
NCT00803634,11
NCT00803712,63
NCT00803738,204
NCT00803790,30
NCT00804141,563
NCT00804193,115
NCT00804570,166
NCT00804687,4
NCT00804843,17
NCT00804856,175
NCT00804908,345
NCT00804986,38
NCT00805025,49
NCT00805129,1
NCT00805142,18
NCT00805194,1303
NCT00805207,7
NCT00805285,1
NCT00805389,54
NCT00805441,70
NCT00805467,374
NCT00805480,38
NCT00805532,1
NCT00805545,9
NCT00805675,1
NCT00805740,15
NCT00805766,19
NCT00805792,5
NCT00805935,58
NCT00805961,45
NCT00806026,377
NCT00806156,178
NCT00806195,1052
NCT00806260,12
NCT00806286,111
NCT00806351,9
NCT00806403,7
NCT00806416,9
NCT00806442,11
NCT00806494,80
NCT00806546,307
NCT00806585,141
NCT00806624,27
NCT00806819,704
NCT00806988,70
NCT00807001,1
NCT00807014,54
NCT00807040,77
NCT00807092,5
NCT00807144,1
NCT00807235,1
NCT00807248,65
NCT00807365,5
NCT00807495,24
NCT00807573,2
NCT00807599,17
NCT00807612,14
NCT00807742,100
NCT00807846,16
NCT00807885,1
NCT00807911,26
NCT00807937,81
NCT00808015,344
NCT00808028,91
NCT00808067,999
NCT00808080,6
NCT00808132,409
NCT00808210,36
NCT00808236,173
NCT00808249,70
NCT00808444,2
NCT00808483,4
NCT00808509,7
NCT00808639,1
NCT00808665,9
NCT00808808,7811
NCT00808899,4
NCT00809094,1
NCT00809133,83
NCT00809159,35
NCT00809328,29
NCT00809341,1
NCT00809354,2419
NCT00809445,81
NCT00809471,57
NCT00809614,7
NCT00809757,22
NCT00809783,2147
NCT00809835,28
NCT00809926,54
NCT00809965,2402
NCT00810043,13
NCT00810069,402
NCT00810082,4
NCT00810108,1
NCT00810199,141
NCT00810264,1553
NCT00810277,1
NCT00810342,62
NCT00810355,42
NCT00810368,8
NCT00810394,3
NCT00810407,6
NCT00810511,14
NCT00810602,11
NCT00810615,2
NCT00810641,3
NCT00810693,55
NCT00810810,35
NCT00810901,146
NCT00811018,968
NCT00811057,25
NCT00811070,10
NCT00811135,88
NCT00811174,3
NCT00811187,6
NCT00811252,60
NCT00811395,16
NCT00811473,49
NCT00811577,11
NCT00811642,15
NCT00811655,1
NCT00811720,266
NCT00811733,21
NCT00811928,72
NCT00811941,253
NCT00811954,262
NCT00812006,15
NCT00812097,426
NCT00812214,4
NCT00812253,9
NCT00812331,1
NCT00812461,319
NCT00812487,9
NCT00812565,9
NCT00812708,8
NCT00812812,7
NCT00812929,3
NCT00812955,31
NCT00812968,11
NCT00812981,1
NCT00813098,13
NCT00813124,12
NCT00813150,119
NCT00813293,2
NCT00813358,69
NCT00813488,101
NCT00813592,2
NCT00813709,144
NCT00813748,1
NCT00813761,60
NCT00813800,6
NCT00813813,12
NCT00813865,7
NCT00813904,1
NCT00813917,12
NCT00813943,13
NCT00813995,39
NCT00814164,19
NCT00814307,56
NCT00814320,19
NCT00814333,1
NCT00814346,13
NCT00814463,1
NCT00814489,3
NCT00814502,3
NCT00814580,78
NCT00814632,2
NCT00814658,8
NCT00814710,11
NCT00814801,115
NCT00814879,7
NCT00814892,2
NCT00814983,3
NCT00815191,2
NCT00815295,4
NCT00815308,10
NCT00815516,5
NCT00815633,1
NCT00815659,23
NCT00815919,4
NCT00816023,36
NCT00816036,284
NCT00816166,22
NCT00816361,40
NCT00816400,31
NCT00816556,7
NCT00816595,2
NCT00817063,307
NCT00817089,2
NCT00817206,30
NCT00817336,2
NCT00817414,23
NCT00817479,2
NCT00817531,2
NCT00817635,29
NCT00817778,6
NCT00818168,70
NCT00818207,489
NCT00818246,5
NCT00818259,6
NCT00818389,10
NCT00818441,119
NCT00818454,15
NCT00818519,33
NCT00818623,27
NCT00818649,4
NCT00818662,81
NCT00818753,4
NCT00818766,25
NCT00818779,7
NCT00818883,97
NCT00819013,13
NCT00819039,3
NCT00819052,20
NCT00819091,17
NCT00819156,42
NCT00819169,83
NCT00819234,74
NCT00819247,41
NCT00819390,5
NCT00819585,52
NCT00819741,36
NCT00819767,3
NCT00819780,49
NCT00819832,3
NCT00819910,7
