NCT_Number,PMID
NCT01689519,"[25265494, 27480103, 28444112, 32746839, 34158360, 36310331]"
NCT01689532,[29514712]
NCT01689740,"[31065731, 32500209]"
NCT01689792,[25950434]
NCT01689909,"[31238203, 32329435, 39119911]"
NCT01690195,[26967214]
NCT01690299,"[27768242, 34255891, 37316690]"
NCT01690585,[38706390]
NCT01690676,[29078780]
NCT01690702,[34252375]
NCT01690988,"[25231491, 28576285, 30336852, 30768457]"
NCT01691053,"[24166468, 32938484]"
NCT01691248,"[29893798, 36906440]"
NCT01691365,[31159801]
NCT01691430,"[27787564, 29696228]"
NCT01691482,"[25197005, 27621609]"
NCT01691508,"[25199060, 27087007, 27553751, 28610668, 31047111, 31053134, 35972211]"
NCT01691521,"[25199059, 27087007, 27177493, 27553751, 28110896, 28610668, 29258789, 29949045, 31047111, 31220806, 31362741, 31751853, 32450626, 34098955, 34158028, 34163180, 35081275, 37131185]"
NCT01691768,"[25527071, 28348164]"
NCT01691859,"[30359681, 34172470]"
NCT01691898,"[32705923, 32770353]"
NCT01692093,[24279519]
NCT01692301,[24496699]
NCT01692340,"[26561629, 26674763]"
NCT01692418,"[26041028, 33632377]"
NCT01692756,[28146402]
NCT01692782,[26597180]
NCT01692821,[25015353]
NCT01693003,[27812637]
NCT01693029,[29084409]
NCT01693237,[24754974]
NCT01693393,[27470087]
NCT01693458,"[31179027, 31996246, 33033007]"
NCT01693562,"[27717372, 27764686, 28817753, 29243222, 29510739, 30457897, 30731276, 31060602, 31228626, 31581306, 32339189, 32847985, 33319498, 33420629]"
NCT01693692,[32856281]
NCT01693874,"[28686822, 35476747]"
NCT01694108,"[27060379, 27123570, 27394195, 27443836, 28774269, 37622649]"
NCT01694160,"[30134956, 33326471]"
NCT01694186,"[32624244, 34117380]"
NCT01694485,[30472236]
NCT01694667,[24839884]
NCT01694771,[25342898]
NCT01694849,[26874076]
NCT01694966,[30742834]
NCT01695070,[24366583]
NCT01695122,[33574900]
NCT01695148,"[27169838, 27798345, 29321687, 29924320]"
NCT01695213,[24378381]
NCT01695239,"[27553214, 29247148, 29299340, 29945203, 30696483, 30886974, 31154634, 31964419, 32031665, 32792421, 33499913, 35393269, 35397092, 35674861, 36171019, 37400681, 37858007, 38814433, 38955921]"
NCT01695317,[25601916]
NCT01695460,[30182753]
NCT01695850,"[24180235, 29654915]"
NCT01696032,[33289590]
NCT01696045,[29100190]
NCT01696058,[25342898]
NCT01696071,[26859538]
NCT01696084,"[31760835, 33724305, 34256819]"
NCT01696110,[25775052]
NCT01696279,[35236302]
NCT01696370,[30725091]
NCT01696422,"[32220283, 35837409]"
NCT01697072,[25712685]
NCT01697111,[28911925]
NCT01697267,"[25401382, 28270229, 36958796]"
NCT01697592,[28589493]
NCT01697696,[27215502]
NCT01697852,"[24736370, 25811379]"
NCT01697956,[26250771]
NCT01698242,[29224641]
NCT01698346,[27142328]
NCT01698905,[29459949]
NCT01698918,[29566104]
NCT01699685,[28077140]
NCT01699711,[27302362]
NCT01699854,[25290151]
NCT01699997,[26883950]
NCT01700075,[26608649]
NCT01700192,"[27521719, 29432959, 36924936]"
NCT01700322,[24801283]
NCT01700478,[23876539]
NCT01700504,[23602424]
NCT01700621,[26823338]
NCT01700725,[25625809]
NCT01700777,[33647530]
NCT01700829,[34953926]
NCT01701024,[35833564]
NCT01701362,[30242745]
NCT01701401,"[24725239, 27553375]"
NCT01701726,"[24216113, 33413552]"
NCT01701973,[29478970]
NCT01701999,[29475762]
NCT01702233,[25649543]
NCT01702363,[26782971]
NCT01702428,[30849175]
NCT01702454,[30325891]
NCT01702558,[32584367]
NCT01702571,"[30708264, 32634611, 34741021, 36084395]"
NCT01702636,"[23981692, 33128912, 35300248]"
NCT01702805,"[33382931, 37733345, 38700862]"
NCT01703091,[34795131]
NCT01703208,[28893244]
NCT01703494,[27547925]
NCT01703533,[38363467]
NCT01703819,[26772822]
NCT01703988,"[31019106, 31420846]"
NCT01704261,[29110647]
NCT01704287,"[26115796, 27596353, 28961465, 30202085, 30736858, 31395089, 32305010, 33360855]"
NCT01704365,[26259809]
NCT01704404,[33124005]
NCT01704508,[25421474]
NCT01704612,[23348203]
NCT01704703,[30840064]
NCT01704755,[24725237]
NCT01705145,"[26803277, 31053538]"
NCT01705574,[27562742]
NCT01705977,[38279368]
NCT01706120,"[33931498, 34462317]"
NCT01706172,[30878157]
NCT01706198,"[24603195, 26651333, 28903864, 29972089, 35131893, 36180103]"
NCT01706328,"[24998880, 31299468]"
NCT01706458,[29534736]
NCT01706536,[29202767]
NCT01706588,[29202646]
NCT01706926,"[28213566, 30418117]"
NCT01707264,[26858336]
NCT01707290,"[26070913, 32965659]"
NCT01707667,[27270968]
NCT01707992,[34378456]
NCT01708538,[27388250]
NCT01708590,"[26914406, 32207067]"
NCT01708603,"[26422722, 30328108, 30471012, 32207067, 32662540, 34606048, 39264399]"
NCT01708629,"[26422722, 30328108, 30471012, 32207067, 32662540, 34606048, 39264399]"
NCT01708824,"[23688320, 32072434, 34433608]"
NCT01708876,"[25138814, 26603174, 27107287]"
NCT01708902,[32328953]
NCT01709071,[25043278]
NCT01709110,"[29129436, 30659410, 32474650]"
NCT01709331,[28270212]
NCT01709500,"[24842558, 26330422, 27777279, 28153102, 28964736]"
NCT01709513,"[25499937, 26687696, 27777279, 28153102, 28964736, 32192644]"
NCT01709578,"[28326189, 29556418, 30877216, 31663465, 32451909, 32522251, 32907617, 33871596, 34519964, 36008838, 36413080, 36725768]"
NCT01709682,[23748210]
NCT01709903,[27516088]
NCT01709968,[28241153]
NCT01709981,[32295417]
NCT01709994,[29943364]
NCT01710046,"[32816215, 36777695, 38696034]"
NCT01710137,"[30946162, 31082665, 31938877]"
NCT01710163,[23805994]
NCT01710176,"[27733375, 32421444]"
NCT01710332,[25595177]
NCT01710358,"[28199814, 28798049, 29278006, 29463520, 29479473, 29680881, 30219772, 30902094, 31040122, 31228100, 32414425, 34526397, 34706874, 34913611, 36473106]"
NCT01710501,[26353843]
NCT01710514,[26457065]
NCT01710605,[33151266]
NCT01710644,[27297209]
NCT01710657,"[27669155, 34246118]"
NCT01710709,"[29886522, 31616148]"
NCT01710787,[26892312]
NCT01710839,[35976232]
NCT01710891,[26850232]
NCT01711125,"[29716670, 30788529, 35425938]"
NCT01711242,[35679700]
NCT01711359,"[28923098, 29278006, 29463520, 30219772, 32414425, 34526397, 34706874, 35264432]"
NCT01711632,"[26352686, 35930750]"
NCT01711658,[37768670]
NCT01711788,[33824433]
NCT01711814,[31410787]
NCT01711866,[25846031]
NCT01711970,[32265057]
NCT01712009,[29147854]
NCT01712074,[29622037]
NCT01712399,[29361199]
NCT01712516,[31242792]
NCT01712789,"[27226434, 27267105, 30068263]"
NCT01712893,[29332135]
NCT01712945,[31063156]
NCT01712984,[31537446]
NCT01713361,[25482425]
NCT01713426,"[26983018, 34554688]"
NCT01713530,"[29451706, 35044568]"
NCT01713764,[24717684]
NCT01713777,[26875743]
NCT01713842,"[26929219, 30877202, 33301930]"
NCT01713920,[39504016]
NCT01713946,"[27613521, 30169322, 30214408, 32150661]"
NCT01714466,[31146679]
NCT01714726,"[28390867, 38124112]"
NCT01715064,[25505413]
NCT01715285,"[28578607, 28800492, 29326030, 30521063, 30987939, 31754962, 34420037, 34953443, 35098170, 36443540]"
NCT01715298,[28848879]
NCT01715324,[39673334]
NCT01715415,[24720679]
NCT01715519,[28858440]
NCT01715532,[37400162]
NCT01715597,[26946313]
NCT01715636,[26123937]
NCT01715805,[30618475]
NCT01715935,[36526521]
NCT01716104,[30680237]
NCT01716156,[27291249]
NCT01716481,"[24083670, 33472925, 34583525, 35341320]"
NCT01716585,"[24720703, 27115431]"
NCT01716806,"[26377597, 37946283]"
NCT01716949,[33805731]
NCT01717118,[30085139]
NCT01717170,[33042579]
NCT01717313,[29079379]
NCT01717326,"[25467560, 25467591, 28193518, 28470815, 29344726]"
NCT01717729,[25064436]
NCT01717742,"[28646887, 32011642]"
NCT01717833,[28364678]
NCT01717859,"[32025629, 32803573, 34269927]"
NCT01717963,"[27121539, 29049469, 30566177, 30701613, 37865138]"
NCT01718158,[27327078]
NCT01718327,[25937868]
NCT01718353,[28632486]
NCT01718379,[26626993]
NCT01718483,"[29497297, 30817099, 32237290]"
NCT01718509,"[29497297, 30817099, 32237290]"
NCT01718873,"[26857924, 34309665, 36713567]"
NCT01718938,[33811761]
NCT01719159,"[27536708, 30305449]"
NCT01719640,[39350270]
NCT01719874,[25281755]
NCT01720108,[29466159]
NCT01720225,[38319837]
NCT01720446,"[27633186, 29693361, 29907893, 30851070, 31167654, 32227613, 32643857, 32998732, 35484580, 35582947, 37620807, 39081763, 39520501]"
NCT01720524,[34052232]
NCT01720667,[38902005]
NCT01721031,"[26715519, 27082620]"
NCT01721044,"[27028914, 27799159, 29415145, 29463520, 30219772, 32414425, 34028703, 34706874, 34913611, 34990002, 36473106]"
NCT01721057,"[27689735, 28405473, 29463520, 29479473, 29680881, 30219772, 30902094, 32414425, 33046136, 34028703, 34526397, 34706874, 34913611, 34990002]"
NCT01721161,"[28229892, 30267385, 39662163]"
NCT01721408,[30584308]
NCT01721460,[37588575]
NCT01721746,[25795410]
NCT01721759,[25704439]
NCT01721772,"[25399552, 28662232, 30215677, 30422243]"
NCT01722097,"[26479510, 28552090]"
NCT01722331,"[28596043, 30915660, 31218661, 31919889, 32162721, 32961255, 33523513, 33544883, 33630387, 35460287, 36098877]"
NCT01722487,"[26639149, 30277101, 31196847, 34865212, 35377947, 38885086]"
NCT01722539,"[24063608, 25372029]"
NCT01722864,[25913923]
NCT01723072,[27010957]
NCT01723150,"[24176222, 31641767, 37328522]"
NCT01723202,[31085763]
NCT01723605,[25005057]
NCT01723696,"[34538263, 38413986, 39461975]"
NCT01723904,[25879416]
NCT01724021,"[27695295, 28031173]"
NCT01724086,"[28187751, 28569206]"
NCT01724099,"[28637494, 32507436]"
NCT01724346,"[31196847, 35377947]"
NCT01724398,[30863450]
NCT01724450,"[29540327, 35087624]"
NCT01724528,[26216382]
NCT01724658,[26631095]
NCT01724801,[28734822]
NCT01725126,[27093610]
NCT01725152,[28764646]
NCT01725165,"[27789196, 30104008, 31678224]"
NCT01725204,[36047494]
NCT01725282,[32792252]
NCT01725308,"[31242884, 32518042, 32792252]"
NCT01725360,[27536437]
NCT01725529,[26777137]
NCT01725542,[25977266]
NCT01725789,"[24708660, 28535237]"
NCT01725906,[29964036]
NCT01726023,"[28363526, 29912399, 32602065, 34374952, 37700689]"
NCT01726049,"[26188003, 27873388]"
NCT01726062,[31870605]
NCT01726270,[30607798]
NCT01726452,[28578652]
NCT01726816,[27493100]
NCT01726933,[27515097]
NCT01727063,[36824456]
NCT01727141,[31242792]
NCT01727414,[29489078]
NCT01727700,[28686474]
NCT01727726,"[30508090, 31577867]"
NCT01727973,[26221138]
NCT01728025,[27733495]
NCT01728077,[27265725]
NCT01728194,"[31077981, 35895056]"
NCT01728233,[28921872]
NCT01728376,[29406465]
NCT01728558,"[29926288, 31112380, 32678054]"
NCT01728584,[28251555]
NCT01728623,"[28299283, 30638399]"
NCT01728753,[37739792]
NCT01728805,"[30100375, 34273208, 34304674, 35993803, 39315857]"
NCT01728818,"[33588150, 37794220]"
NCT01728922,[23981773]
NCT01729156,[30976851]
NCT01729481,"[37366919, 37794220]"
NCT01729494,"[31415033, 34233921]"
NCT01729754,"[28596043, 30915660, 31218661, 31919889, 32162721, 32961255, 33544883, 35460287, 36098877]"
NCT01729871,[25975659]
NCT01730040,"[25269777, 27777279, 28153102]"
NCT01730053,"[25269777, 26638010, 27777279, 28153102]"
NCT01730209,[31217257]
NCT01730222,"[27404453, 30149366]"
NCT01730326,[24394884]
NCT01730378,[25910919]
NCT01730534,"[29693360, 29898853, 30415602, 30882238, 30882239, 30920851, 31474116, 31983236, 32795086, 33611623, 33851953, 34129237, 34427295, 35510542, 35857296, 36857035, 36878239]"
NCT01730677,[31690831]
NCT01730976,[25221606]
NCT01731249,"[24517417, 27790763]"
NCT01731431,[29715355]
NCT01731561,"[29695500, 37134130]"
NCT01731600,"[32152818, 32940955]"
NCT01731795,[27449641]
NCT01731821,[26036878]
NCT01731951,[26332545]
NCT01732250,"[27098822, 29456043, 30462182, 33789574]"
NCT01732367,[29329305]
NCT01732458,[30381138]
NCT01732549,[29059273]
NCT01732627,[32233961]
NCT01732770,[31776637]
NCT01732809,[24108521]
NCT01732822,"[27160944, 27840336, 27959717, 29273390, 29992857, 30261955, 30540355, 31092165, 31238713, 32057375, 32615798, 32862697, 33176462, 33824584]"
NCT01733121,"[29218680, 31234240, 31617235]"
NCT01733238,[34417162]
NCT01733329,[26534874]
NCT01733394,[28654954]
NCT01733407,[30626650]
NCT01733459,[39033369]
NCT01733693,[34689841]
NCT01733914,[26795764]
NCT01734044,"[32871029, 34854079]"
NCT01734096,"[29876358, 33073631]"
NCT01734161,[31989472]
NCT01734239,[27149114]
NCT01734252,[32244368]
NCT01734304,[32153780]
NCT01734408,[24625805]
NCT01734525,[27287231]
NCT01734603,[32272287]
NCT01734798,[29188298]
NCT01734928,"[34496096, 38072743, 38111533]"
NCT01735006,[36037823]
NCT01735071,[31537908]
NCT01735084,"[32448790, 35772449, 38829821]"
NCT01735175,[28637287]
NCT01735227,[28018669]
NCT01735409,[27411683]
NCT01735604,[25444722]
NCT01736202,"[28112681, 32434996, 34704121]"
NCT01736423,[26800997]
NCT01736475,"[26157075, 31730687, 35390452]"
NCT01736683,[29331635]
NCT01736865,"[27194308, 30352748, 32559272]"
NCT01736917,[26838019]
NCT01737268,[32792252]
NCT01737398,"[29972757, 30169969, 30219500, 31853709, 32654156, 32654212, 34125267, 34355354, 35766224, 35799473, 35908242, 36932361, 37768671]"
NCT01737541,"[23510124, 31896491]"
NCT01737697,"[25415807, 29728199, 31791288]"
NCT01737827,[31853265]
NCT01738035,[28363480]
NCT01738100,[28373244]
NCT01738178,[28954882]
NCT01738360,[33658052]
NCT01738438,[34016182]
NCT01738477,[29630439]
NCT01738945,[25324042]
NCT01739231,[30797634]
NCT01739348,"[29719179, 31387606, 33252075, 33253354, 35384522, 35384529, 35794343]"
NCT01739556,[23373620]
NCT01739634,[26200040]
NCT01739777,[28974553]
NCT01739933,"[32102644, 33528922]"
NCT01740297,[31353364]
NCT01740336,[27573562]
NCT01740427,"[27959613, 29342248, 29360932, 30032196, 30053671, 30515674, 30632023, 31127500, 31217344, 32164785, 32315295, 32783178, 33211314, 33955129, 34388698, 35974168, 36463643, 36635767, 36797664, 38107828, 38861871, 38951507]"
NCT01740947,"[24814583, 30802304]"
NCT01741194,[32310169]
NCT01741207,[29322434]
NCT01741285,[30691429]
NCT01741415,[34521057]
NCT01741506,[29270080]
NCT01741532,[31202468]
NCT01741545,[27339614]
NCT01741558,[28325070]
NCT01741792,[26755709]
NCT01741857,[24661633]
NCT01741922,"[23890047, 30095728]"
NCT01742052,[27543447]
NCT01742117,"[32840598, 35449399, 35699977, 36445624, 37045502]"
NCT01743001,[30586694]
NCT01743027,"[26266427, 27466061]"
NCT01743131,"[37319437, 38583802]"
NCT01743365,[34003074]
NCT01743469,[28798986]
NCT01743482,[28383677]
NCT01743521,[26867206]
NCT01743664,[27148134]
NCT01743755,[30603378]
NCT01743768,[25981191]
NCT01743794,[26865083]
NCT01743820,[26906747]
NCT01744067,[34939013]
NCT01744236,"[26586327, 27038451, 27627981, 33429063]"
NCT01744249,[38033321]
NCT01744470,[27862923]
NCT01744496,[26626320]
NCT01744535,"[23587561, 28153814]"
NCT01744691,[27637985]
NCT01745120,"[29669226, 34196676]"
NCT01745263,"[33170239, 35236290, 35487733, 37543639, 38199870, 39614147]"
NCT01745445,[32742443]
NCT01745640,[25575538]
NCT01745679,[31235630]
NCT01745783,[31072380]
NCT01745822,"[27506549, 29514030, 30924492]"
NCT01745861,[32921364]
NCT01745965,[23958221]
NCT01746082,[25649171]
NCT01746108,[28866290]
NCT01746199,[23945130]
NCT01746225,[29228091]
NCT01746862,[30110706]
NCT01746979,[25512461]
NCT01747044,[25873248]
NCT01747174,"[25252600, 27147610]"
NCT01747486,[26813675]
NCT01747668,[24899160]
NCT01747850,[37692969]
NCT01748188,[26051846]
NCT01748279,[25716971]
NCT01748292,[28779006]
NCT01748448,"[28835228, 38348498]"
NCT01748474,[28329240]
NCT01748487,[28196056]
NCT01748773,[33979100]
NCT01748929,"[26084556, 28056024]"
NCT01749514,[28870615]
NCT01749540,"[30617198, 33570654, 36505885]"
NCT01750190,"[33732977, 34362786]"
NCT01750281,[29045535]
NCT01750398,[35938545]
NCT01750697,[35279811]
NCT01750996,"[24139323, 26913614, 30196869, 35377332, 39290059]"
NCT01751126,[36564576]
NCT01751165,[29174683]
NCT01751308,[29750396]
NCT01751555,[26831232]
NCT01751568,[32448902]
NCT01751867,"[26568466, 36003379]"
NCT01751997,[32905642]
NCT01752322,[30614286]
NCT01752426,[39441901]
NCT01752634,"[26135703, 28968735, 29880010, 30526678, 31203228, 31364979, 31801620, 32521325, 34795065, 35305260, 37148474, 38268157, 38446397, 38625671]"
NCT01752699,[23917673]
NCT01752920,"[27627808, 30420614]"
NCT01753076,[28139349]
NCT01753167,[27872061]
NCT01753297,[38958195]
NCT01753310,"[29343142, 33524060, 34888518]"
NCT01753323,[27653565]
NCT01753336,[32884828]
NCT01753401,[27933199]
NCT01753453,[30149148]
NCT01753466,"[24362012, 26603245]"
NCT01754220,[24649919]
NCT01754259,"[28473401, 28653394, 28949056]"
NCT01754337,[25434967]
NCT01754454,[39211037]
NCT01754649,[26040478]
NCT01754857,[26913697]
NCT01754935,[27084959]
NCT01755403,"[25824212, 29351667]"
NCT01755507,[28529147]
NCT01755520,"[27595681, 31145798, 31750899]"
NCT01755559,[29370844]
NCT01755689,[29789243]
NCT01755767,"[27896243, 29625879]"
NCT01755858,[28916603]
NCT01756456,[26448169]
NCT01756482,"[25140957, 26335961]"
NCT01756638,[25320340]
NCT01756833,"[27018941, 32453369, 33595625]"
NCT01756924,[27682068]
NCT01757106,[26385664]
NCT01757184,"[24993530, 26352813, 29628368, 34774639]"
NCT01757275,[26581750]
NCT01757457,[25022932]
NCT01757535,"[33369355, 34454540, 34995344, 35437111, 35960871, 37952982]"
NCT01757626,"[29147617, 30326045]"
NCT01757925,[24589566]
NCT01758185,[26083828]
NCT01758198,"[30622737, 34897499]"
NCT01758211,"[25341453, 27367242, 29547081]"
NCT01758380,[24920915]
NCT01758601,[24462043]
NCT01758614,"[27852286, 37606672, 38934799, 39727027]"
NCT01758861,[24156702]
NCT01759303,[35075361]
NCT01759498,[25295663]
NCT01759836,[34011557]
NCT01759940,[25782662]
NCT01760447,[34779103]
NCT01760460,[28478132]
NCT01760954,"[29476499, 29889764, 34878624]"
NCT01760967,"[28322414, 29497535, 31908779, 32778146]"
NCT01761019,[27462386]
NCT01761227,[27266867]
NCT01761266,"[29433850, 31249394, 31720835, 32265508, 33044793, 33948712, 34087115, 36051472, 36341767, 37004046]"
NCT01761318,"[31039778, 31292457, 31690988, 32127340, 39641307]"
NCT01761331,"[26370560, 28093383]"
NCT01761435,"[25168918, 25228850]"
NCT01761786,"[24952855, 34490590]"
NCT01761877,[35039952]
NCT01761916,"[23899372, 28125624]"
NCT01761994,[25302581]
NCT01762150,[29933095]
NCT01762293,[29273089]
NCT01762436,[24039738]
NCT01762475,[34054569]
NCT01762514,"[30046225, 31448214]"
NCT01762800,[24124358]
NCT01762930,[26896684]
NCT01763281,[27099247]
NCT01763320,"[35943472, 39147573]"
NCT01763528,[23986778]
NCT01763645,[35105329]
NCT01763671,[32276179]
NCT01763710,[31023863]
NCT01763788,[30797492]
NCT01763827,[24691094]
NCT01763866,[24825642]
NCT01763905,[24694531]
NCT01763918,[25282519]
NCT01764022,[32819305]
NCT01764633,"[28304224, 28859947, 29133605, 29530884, 29626068, 29898218, 30540337, 30586750, 31116355, 31196453, 32347885, 32347887, 32432684, 32785614, 33197560, 34537830, 35209731, 36007987, 36585131, 36779348]"
NCT01764841,[28495619]
NCT01764854,[27340281]
NCT01765088,[36705923]
NCT01765244,[28947445]
NCT01765283,[32028991]
NCT01765582,"[30552157, 32816630]"
NCT01765712,[29741923]
NCT01765881,[34714938]
NCT01765946,[25921843]
NCT01766206,[31634044]
NCT01766258,[30824559]
NCT01766310,[25391194]
NCT01766401,"[26291335, 27382289, 27486544]"
NCT01766713,[26929777]
NCT01766791,[29216285]
NCT01766817,"[30201408, 35303880]"
NCT01766921,[30968056]
NCT01767090,[31067329]
NCT01767116,[24795200]
